date,day_of_week,month,location,event_type,weather,temperature,expected_visitors,actual_visitors,vehicle_count,average_speed,available_doctors,available_nurses,available_ambulances,police_personnel,volunteers,medical_cases,parking_occupancy,river_water_level,cleanliness_score,crowd_density,congestion_level,emergency_level
2027-09-22,Wednesday,September,Trimbakeshwar Temple,Normal Day,Cloudy,25,42265,45557,6450,34,10,23,3,151,253,197,10,Low,97,Low,Low,Low
2027-09-23,Thursday,September,Tapovan,Normal Day,Sunny,31,85995,92599,16975,30,13,27,3,308,514,594,14,Low,90,Low,Low,Medium
2027-09-24,Friday,September,Gangapur Road,Normal Day,Sunny,35,53797,55384,10561,45,10,24,3,184,307,353,10,Low,97,Low,Low,Medium
2027-09-25,Saturday,September,College Road,Shahi Snan,Sunny,37,263952,274675,45890,27,39,82,10,915,1525,1171,38,High,80,Medium,Medium,High
2027-09-26,Sunday,September,College Road,Weekend,Rainy,27,56396,54029,6828,32,10,30,3,180,300,316,10,High,91,Low,Low,Medium
2027-09-27,Monday,September,Gangapur Road,Normal Day,Sunny,33,58629,57843,10927,41,10,22,3,192,321,349,10,Normal,95,Low,Low,Medium
2027-09-28,Tuesday,September,Mhasrul,Normal Day,Cloudy,28,20837,20802,3762,43,10,25,3,80,120,114,10,Normal,95,Low,Low,Low
2027-09-29,Wednesday,September,Sadhugram,Normal Day,Cloudy,31,75189,75812,13111,38,10,35,3,252,421,374,10,Normal,90,Low,Low,Medium
2027-09-30,Thursday,September,Shalimar,Festival,Cloudy,30,197410,218009,26275,23,31,74,8,726,1211,735,21,Low,82,Medium,Low,Medium
2027-10-01,Friday,October,Nimani,Normal Day,Sunny,36,18228,18710,3112,30,10,29,3,80,120,108,10,Normal,99,Low,Low,Low
2027-10-02,Saturday,October,Sadhugram,Normal Day,Sunny,32,57715,55409,8678,36,10,28,3,184,307,170,10,Low,95,Low,Low,Low
2027-10-03,Sunday,October,Mhasrul,Weekend,Cloudy,25,89131,97448,16171,35,13,37,3,324,541,542,13,Normal,91,Low,Low,Medium
2027-10-04,Monday,October,Dwarka Circle,Normal Day,Cloudy,29,57800,56545,8956,41,10,21,3,188,314,212,10,Normal,94,Low,Low,Low
2027-10-05,Tuesday,October,Trimbakeshwar Temple,Shahi Snan,Sunny,30,1291460,1270202,196218,7,181,364,50,4234,7056,7850,100,High,40,High,High,Critical
2027-10-06,Wednesday,October,Godavari Ghat,Normal Day,Sunny,30,46891,47730,8585,39,10,25,3,159,265,196,10,Normal,100,Low,Low,Low
2027-10-07,Thursday,October,Gangapur Road,Normal Day,Cloudy,31,39231,36790,6654,42,10,24,3,122,204,190,10,Low,92,Low,Low,Low
2027-10-08,Friday,October,CBS Nashik,Normal Day,Sunny,32,59274,59836,11405,42,10,28,3,199,332,304,10,Low,91,Low,Low,Medium
2027-10-09,Saturday,October,CBS Nashik,Normal Day,Sunny,33,38684,35025,4437,37,10,20,3,116,194,134,10,Normal,100,Low,Low,Low
2027-10-10,Sunday,October,Panchavati,Weekend,Cloudy,29,122684,125667,16820,42,17,40,5,418,698,591,14,Low,90,Medium,Low,Medium
2027-10-11,Monday,October,Dwarka Circle,Normal Day,Sunny,30,65667,72336,13642,36,10,30,3,241,401,279,11,Normal,95,Low,Low,Low
2027-10-12,Tuesday,October,Ramkund,Normal Day,Sunny,35,67041,60775,10636,29,10,28,3,202,337,225,10,Low,90,Low,Low,Low
2027-10-13,Wednesday,October,Dwarka Circle,Normal Day,Cloudy,31,21108,19218,3216,35,10,26,3,80,120,50,10,Normal,99,Low,Low,Low
2027-10-14,Thursday,October,Shalimar,Normal Day,Sunny,35,38439,36463,5783,34,10,32,3,121,202,188,10,Normal,93,Low,Low,Low
2027-10-15,Friday,October,Sadhugram,Shahi Snan,Rainy,29,1023802,951148,182217,8,135,283,38,3170,5284,4521,100,High,40,High,High,Critical
2027-10-16,Saturday,October,Nimani,Normal Day,Sunny,36,55775,54985,9775,40,10,32,3,183,305,264,10,Low,92,Low,Low,Low
2027-10-17,Sunday,October,College Road,Weekend,Cloudy,28,61648,63847,9487,41,10,20,3,212,354,345,10,Low,90,Low,Low,Medium
2027-10-18,Monday,October,Shalimar,Normal Day,Sunny,35,60272,63565,9466,41,10,25,3,211,353,181,10,Normal,98,Low,Low,Low
2027-10-19,Tuesday,October,Shalimar,Normal Day,Sunny,38,23617,24986,4773,39,10,27,3,83,138,120,10,Normal,99,Low,Low,Low
2027-10-20,Wednesday,October,CBS Nashik,Festival,Cloudy,26,273244,268028,41311,22,38,86,10,893,1489,787,34,Normal,74,Medium,Medium,High
2027-10-21,Thursday,October,Sadhugram,Normal Day,Cloudy,30,88069,95478,16628,34,13,34,3,318,530,520,13,Low,96,Low,Low,Medium
2027-10-22,Friday,October,College Road,Normal Day,Cloudy,31,14079,14880,2907,39,10,33,3,80,120,52,10,Low,98,Low,Low,Low
2027-10-23,Saturday,October,Mumbai Naka,Normal Day,Sunny,34,61094,63092,11225,37,10,29,3,210,350,256,10,Normal,95,Low,Low,Low
2027-10-24,Sunday,October,Panchavati,Weekend,Cloudy,27,134981,125726,20215,44,17,34,5,419,698,379,16,Low,90,Medium,Low,Medium
2027-10-25,Monday,October,Dwarka Circle,Shahi Snan,Sunny,34,762877,811916,109202,10,115,233,32,2706,4510,4818,91,High,40,High,High,Critical
2027-10-26,Tuesday,October,Sadhugram,Normal Day,Sunny,38,33438,31426,6006,36,10,25,3,104,174,177,10,Low,94,Low,Low,Low
2027-10-27,Wednesday,October,Godavari Ghat,Normal Day,Rainy,28,72742,68489,13088,45,10,28,3,228,380,410,10,Normal,98,Low,Low,Medium
2027-10-28,Thursday,October,Godavari Ghat,Normal Day,Sunny,30,36164,35674,6888,36,10,30,3,118,198,226,10,Normal,100,Low,Low,Low
2027-07-01,Thursday,July,Panchavati,Normal Day,Sunny,34,59813,59532,7271,43,10,31,3,198,330,164,10,Normal,99,Low,Low,Low
2027-07-02,Friday,July,Trimbakeshwar Temple,Normal Day,Sunny,32,76471,71378,13762,33,10,20,3,237,396,326,11,Low,90,Low,Low,Medium
2027-07-03,Saturday,July,Tapovan,Normal Day,Sunny,30,52558,52464,7381,31,10,27,3,174,291,171,10,Normal,92,Low,Low,Low
2027-07-04,Sunday,July,College Road,Weekend,Cloudy,29,95243,88217,10832,35,12,38,3,294,490,447,10,Normal,94,Low,Low,Medium
2027-07-05,Monday,July,Panchavati,Shahi Snan,Cloudy,30,536108,548172,94193,13,78,168,21,1827,3045,1856,78,High,52,High,High,Critical
2027-07-06,Tuesday,July,Mhasrul,Normal Day,Cloudy,29,38296,37704,5078,41,10,28,3,125,209,193,10,Low,94,Low,Low,Low
2027-07-07,Wednesday,July,Gangapur Road,Normal Day,Rainy,26,37871,41344,6203,43,10,31,3,137,229,231,10,Normal,98,Low,Low,Low
2027-07-08,Thursday,July,Sadhugram,Normal Day,Sunny,38,94398,96368,17122,34,13,27,3,321,535,394,14,Normal,92,Low,Low,Medium
2027-07-09,Friday,July,College Road,Normal Day,Sunny,38,30440,27451,3572,45,10,22,3,91,152,150,10,Normal,95,Low,Low,Low
2027-07-10,Saturday,July,CBS Nashik,Festival,Sunny,35,169734,171159,33279,25,24,52,6,570,950,945,27,Normal,84,Medium,Low,High
2027-07-11,Sunday,July,Nimani,Weekend,Sunny,38,83220,84981,15299,32,12,30,3,283,472,533,12,Normal,93,Low,Low,Medium
2027-07-12,Monday,July,Mhasrul,Normal Day,Cloudy,29,37407,35775,5566,32,10,21,3,119,198,190,10,Normal,94,Low,Low,Low
2027-07-13,Tuesday,July,Adgaon Naka,Normal Day,Sunny,34,37904,42140,8186,37,10,25,3,140,234,251,10,Low,97,Low,Low,Low
2027-07-14,Wednesday,July,Mumbai Naka,Normal Day,Sunny,34,41980,46902,8700,39,10,23,3,156,260,255,10,Low,98,Low,Low,Low
2027-07-15,Thursday,July,Nimani,Shahi Snan,Sunny,31,519693,577648,111089,8,82,164,23,1925,3209,3217,92,High,47,High,High,Critical
2027-07-16,Friday,July,Dwarka Circle,Normal Day,Cloudy,27,29862,27326,4930,41,10,33,3,91,151,105,10,Low,93,Low,Low,Low
2027-07-17,Saturday,July,Tapovan,Normal Day,Sunny,34,72586,74610,10009,42,10,29,3,248,414,336,10,Low,91,Low,Low,Medium
2027-07-18,Sunday,July,Godavari Ghat,Weekend,Sunny,35,156063,149905,29307,20,21,45,5,499,832,543,24,Normal,86,Medium,Medium,Medium
2027-07-19,Monday,July,College Road,Normal Day,Sunny,34,20700,18888,3059,29,10,32,3,80,120,63,10,Normal,95,Low,Low,Low
2027-07-20,Tuesday,July,Shalimar,Festival,Cloudy,30,235030,235540,46241,24,33,72,9,785,1308,1253,38,Low,84,Medium,Medium,High
2027-07-21,Wednesday,July,Tapovan,Normal Day,Sunny,36,83442,80944,15990,38,11,33,3,269,449,306,13,Low,89,Low,Low,Medium
2027-07-22,Thursday,July,Nimani,Normal Day,Rainy,28,40228,43404,6771,36,10,27,3,144,241,257,10,High,100,Low,Low,Low
2027-07-23,Friday,July,CBS Nashik,Normal Day,Sunny,32,60047,65508,12591,32,10,21,3,218,363,403,10,Low,96,Low,Low,Medium
2027-07-24,Saturday,July,Ramkund,Normal Day,Rainy,23,105576,103217,19832,29,14,42,4,344,573,593,16,Normal,95,Medium,Low,Medium
2027-07-25,Sunday,July,Mhasrul,Weekend,Cloudy,32,77380,84050,16396,30,12,25,3,280,466,397,13,Low,89,Low,Low,Medium
2027-07-26,Monday,July,Mumbai Naka,Normal Day,Rainy,25,29208,28574,4990,44,10,26,3,95,158,267,10,High,98,Low,Low,Low
2027-07-27,Tuesday,July,Dwarka Circle,Normal Day,Rainy,24,25847,25793,4305,31,10,35,3,85,143,173,10,High,95,Low,Low,Low
2027-07-28,Wednesday,July,Shalimar,Normal Day,Rainy,26,18904,18887,3143,38,10,21,3,80,120,180,10,High,100,Low,Low,Low
2027-07-29,Thursday,July,Trimbakeshwar Temple,Normal Day,Sunny,33,55301,61091,9036,31,10,34,3,203,339,253,10,Normal,90,Low,Low,Low
2027-07-30,Friday,July,Godavari Ghat,Festival,Rainy,24,200330,221142,42796,20,31,75,8,737,1228,832,35,High,82,Medium,Medium,Medium
2027-07-31,Saturday,July,Godavari Ghat,Normal Day,Sunny,33,87124,90218,11588,36,12,29,3,300,501,289,10,Normal,91,Low,Low,Medium
2027-08-01,Sunday,August,Tapovan,Weekend,Sunny,34,130313,137776,27513,28,19,45,5,459,765,760,22,Normal,85,Medium,Low,Medium
2027-08-02,Monday,August,Adgaon Naka,Normal Day,Sunny,38,48405,48111,7649,30,10,30,3,160,267,141,10,Normal,96,Low,Low,Low
2027-08-03,Tuesday,August,Godavari Ghat,Normal Day,Cloudy,26,78864,76130,14785,41,10,20,3,253,422,460,12,Normal,90,Low,Low,Medium
2027-08-04,Wednesday,August,Shalimar,Normal Day,Rainy,27,58275,60859,8375,34,10,20,3,202,338,287,10,High,94,Low,Low,Low
2027-08-05,Thursday,August,Sadhugram,Shahi Snan,Sunny,38,1022045,1043890,136533,7,149,311,41,3479,5799,4465,100,High,40,High,High,Critical
2027-08-06,Friday,August,Dwarka Circle,Normal Day,Sunny,36,62776,58021,9904,40,10,27,3,193,322,166,10,Normal,98,Low,Low,Low
2027-08-07,Saturday,August,Dwarka Circle,Normal Day,Rainy,29,46786,50579,8117,40,10,21,3,168,280,310,10,High,97,Low,Low,Medium
2027-08-08,Sunday,August,Sadhugram,Weekend,Cloudy,25,141238,155775,20022,36,22,46,6,519,865,834,16,Normal,88,Medium,Low,Medium
2027-08-09,Monday,August,Trimbakeshwar Temple,Normal Day,Sunny,33,68047,63584,8470,42,10,20,3,211,353,271,10,Normal,95,Low,Low,Low
